vote_2020,gender,census_region,education,state,age,vote_trump,sex,educd,statefip,vote_biden,sex1
Joe Biden,Female,Midwest,High school graduate,MI,38,0,0,High school graduate,MI,1,2
Joe Biden,Female,West,Completed some high school,CO,21,0,0,Completed some high school,CO,1,2
Donald Trump,Male,South,Masters degree,VA,40,1,1,Masters degree,VA,0,1
I would not vote,Male,South,High school graduate,LA,24,0,1,High school graduate,LA,0,1
Joe Biden,Female,Midwest,Completed some high school,MI,45,0,0,Completed some high school,MI,1,2
Joe Biden,Female,Northeast,"Completed some college, but no degree",PA,19,0,0,"Completed some college, but no degree",PA,1,2
Joe Biden,Female,West,Masters degree,CA,65,0,0,Masters degree,CA,1,2
Donald Trump,Female,West,High school graduate,AZ,61,1,0,High school graduate,AZ,0,2
Donald Trump,Male,South,"College Degree (such as B.A., B.S.)",KY,40,1,1,"College Degree (such as B.A., B.S.)",KY,0,1
Joe Biden,Female,Midwest,"College Degree (such as B.A., B.S.)",MN,48,0,0,"College Degree (such as B.A., B.S.)",MN,1,2
Joe Biden,Female,West,"College Degree (such as B.A., B.S.)",NV,37,0,0,"College Degree (such as B.A., B.S.)",NV,1,2
Joe Biden,Male,Midwest,"Completed some college, but no degree",IL,20,0,1,"Completed some college, but no degree",IL,1,1
Joe Biden,Male,Northeast,Masters degree,NY,42,0,1,Masters degree,NY,1,1
Joe Biden,Female,South,"Completed some graduate, but no degree",GA,19,0,0,"Completed some graduate, but no degree",GA,1,2
Joe Biden,Male,South,Masters degree,VA,45,0,1,Masters degree,VA,1,1
Donald Trump,Female,Midwest,"College Degree (such as B.A., B.S.)",IN,67,1,0,"College Degree (such as B.A., B.S.)",IN,0,2
Joe Biden,Male,South,Completed some high school,MD,29,0,1,Completed some high school,MD,1,1
Joe Biden,Female,West,Associate Degree,CA,68,0,0,Associate Degree,CA,1,2
Joe Biden,Male,South,"Completed some college, but no degree",TX,54,0,1,"Completed some college, but no degree",TX,1,1
I am not sure/don't know,Male,Northeast,Completed some high school,NY,18,0,1,Completed some high school,NY,0,1
Joe Biden,Female,South,"College Degree (such as B.A., B.S.)",FL,62,0,0,"College Degree (such as B.A., B.S.)",FL,1,2
Joe Biden,Male,Northeast,Masters degree,NJ,31,0,1,Masters degree,NJ,1,1
Joe Biden,Male,South,Associate Degree,FL,43,0,1,Associate Degree,FL,1,1
Donald Trump,Male,South,Completed some high school,TX,42,1,1,Completed some high school,TX,0,1
Someone else,Female,Northeast,"Completed some college, but no degree",PA,77,0,0,"Completed some college, but no degree",PA,0,2
Joe Biden,Female,West,"College Degree (such as B.A., B.S.)",CA,23,0,0,"College Degree (such as B.A., B.S.)",CA,1,2
I am not sure/don't know,Female,Midwest,High school graduate,OH,64,0,0,High school graduate,OH,0,2
Donald Trump,Male,Midwest,Doctorate degree,WI,41,1,1,Doctorate degree,WI,0,1
Joe Biden,Male,South,High school graduate,FL,19,0,1,High school graduate,FL,1,1
Joe Biden,Male,Midwest,"Completed some college, but no degree",MI,62,0,1,"Completed some college, but no degree",MI,1,1
Donald Trump,Female,South,"Completed some college, but no degree",VA,19,1,0,"Completed some college, but no degree",VA,0,2
Donald Trump,Male,South,High school graduate,VA,20,1,1,High school graduate,VA,0,1
Joe Biden,Male,West,Associate Degree,CA,30,0,1,Associate Degree,CA,1,1
Joe Biden,Male,Midwest,"Completed some college, but no degree",IA,19,0,1,"Completed some college, but no degree",IA,1,1
Donald Trump,Male,Midwest,Masters degree,OH,42,1,1,Masters degree,OH,0,1
I am not sure/don't know,Male,Midwest,"Completed some college, but no degree",IL,19,0,1,"Completed some college, but no degree",IL,0,1
Donald Trump,Male,South,High school graduate,VA,42,1,1,High school graduate,VA,0,1
Joe Biden,Male,Midwest,Completed some high school,MI,61,0,1,Completed some high school,MI,1,1
Joe Biden,Female,Northeast,"College Degree (such as B.A., B.S.)",MA,22,0,0,"College Degree (such as B.A., B.S.)",MA,1,2
Donald Trump,Male,Northeast,Doctorate degree,NJ,39,1,1,Doctorate degree,NJ,0,1
Joe Biden,Female,West,Masters degree,CA,66,0,0,Masters degree,CA,1,2
Donald Trump,Male,South,Completed some high school,TN,38,1,1,Completed some high school,TN,0,1
I am not sure/don't know,Female,West,"College Degree (such as B.A., B.S.)",CA,45,0,0,"College Degree (such as B.A., B.S.)",CA,0,2
Joe Biden,Male,Northeast,Masters degree,NY,35,0,1,Masters degree,NY,1,1
Joe Biden,Male,Midwest,"College Degree (such as B.A., B.S.)",MO,25,0,1,"College Degree (such as B.A., B.S.)",MO,1,1
Donald Trump,Female,Midwest,"College Degree (such as B.A., B.S.)",OH,35,1,0,"College Degree (such as B.A., B.S.)",OH,0,2
Joe Biden,Male,South,Associate Degree,TX,25,0,1,Associate Degree,TX,1,1
I am not sure/don't know,Female,Northeast,"Completed some college, but no degree",NY,19,0,0,"Completed some college, but no degree",NY,0,2
Joe Biden,Male,South,High school graduate,MD,70,0,1,High school graduate,MD,1,1
Joe Biden,Female,West,"Completed some college, but no degree",AZ,82,0,0,"Completed some college, but no degree",AZ,1,2
Donald Trump,Male,Midwest,"College Degree (such as B.A., B.S.)",OH,70,1,1,"College Degree (such as B.A., B.S.)",OH,0,1
Donald Trump,Male,Northeast,"College Degree (such as B.A., B.S.)",ME,50,1,1,"College Degree (such as B.A., B.S.)",ME,0,1
Joe Biden,Male,West,High school graduate,CA,20,0,1,High school graduate,CA,1,1
Donald Trump,Male,Northeast,Doctorate degree,NJ,35,1,1,Doctorate degree,NJ,0,1
I am not sure/don't know,Female,West,High school graduate,CA,20,0,0,High school graduate,CA,0,2
Joe Biden,Female,Midwest,Other post high school vocational training,OH,24,0,0,Other post high school vocational training,OH,1,2
Donald Trump,Male,Midwest,"Completed some college, but no degree",WI,56,1,1,"Completed some college, but no degree",WI,0,1
I am not sure/don't know,Male,South,Masters degree,AL,30,0,1,Masters degree,AL,0,1
Donald Trump,Male,South,"Completed some college, but no degree",SC,51,1,1,"Completed some college, but no degree",SC,0,1
Donald Trump,Female,West,High school graduate,ID,31,1,0,High school graduate,ID,0,2
Donald Trump,Female,South,"College Degree (such as B.A., B.S.)",LA,34,1,0,"College Degree (such as B.A., B.S.)",LA,0,2
Donald Trump,Male,South,"Completed some college, but no degree",FL,30,1,1,"Completed some college, but no degree",FL,0,1
Joe Biden,Male,Midwest,High school graduate,MO,31,0,1,High school graduate,MO,1,1
Someone else,Female,Northeast,High school graduate,MA,19,0,0,High school graduate,MA,0,2
Joe Biden,Male,South,Associate Degree,FL,61,0,1,Associate Degree,FL,1,1
Donald Trump,Male,Midwest,High school graduate,MN,20,1,1,High school graduate,MN,0,1
Joe Biden,Male,West,High school graduate,CO,18,0,1,High school graduate,CO,1,1
Someone else,Male,West,Masters degree,WA,20,0,1,Masters degree,WA,0,1
I am not sure/don't know,Female,Northeast,Associate Degree,NJ,52,0,0,Associate Degree,NJ,0,2
Joe Biden,Female,Midwest,"College Degree (such as B.A., B.S.)",WI,25,0,0,"College Degree (such as B.A., B.S.)",WI,1,2
Donald Trump,Female,Midwest,High school graduate,OH,29,1,0,High school graduate,OH,0,2
Donald Trump,Male,Northeast,"Completed some college, but no degree",PA,66,1,1,"Completed some college, but no degree",PA,0,1
Donald Trump,Male,Northeast,Doctorate degree,NH,43,1,1,Doctorate degree,NH,0,1
Donald Trump,Male,South,"College Degree (such as B.A., B.S.)",VA,37,1,1,"College Degree (such as B.A., B.S.)",VA,0,1
Donald Trump,Male,South,"College Degree (such as B.A., B.S.)",NC,44,1,1,"College Degree (such as B.A., B.S.)",NC,0,1
Joe Biden,Male,South,High school graduate,VA,54,0,1,High school graduate,VA,1,1
Donald Trump,Male,South,"Completed some college, but no degree",FL,69,1,1,"Completed some college, but no degree",FL,0,1
Joe Biden,Female,Midwest,"Completed some college, but no degree",NE,66,0,0,"Completed some college, but no degree",NE,1,2
Donald Trump,Female,West,Associate Degree,CA,62,1,0,Associate Degree,CA,0,2
Joe Biden,Male,West,Masters degree,CA,42,0,1,Masters degree,CA,1,1
I am not sure/don't know,Female,Midwest,"Completed some college, but no degree",IL,46,0,0,"Completed some college, but no degree",IL,0,2
Joe Biden,Female,South,"Completed some college, but no degree",TX,24,0,0,"Completed some college, but no degree",TX,1,2
Donald Trump,Female,West,Completed some high school,OR,66,1,0,Completed some high school,OR,0,2
Joe Biden,Female,Northeast,"College Degree (such as B.A., B.S.)",NJ,77,0,0,"College Degree (such as B.A., B.S.)",NJ,1,2
Donald Trump,Female,South,Masters degree,SC,41,1,0,Masters degree,SC,0,2
Donald Trump,Male,West,Masters degree,CA,33,1,1,Masters degree,CA,0,1
Joe Biden,Female,Northeast,"College Degree (such as B.A., B.S.)",PA,44,0,0,"College Degree (such as B.A., B.S.)",PA,1,2
Joe Biden,Male,West,"College Degree (such as B.A., B.S.)",WA,75,0,1,"College Degree (such as B.A., B.S.)",WA,1,1
Donald Trump,Female,West,Associate Degree,UT,53,1,0,Associate Degree,UT,0,2
Joe Biden,Female,West,"Completed some college, but no degree",CA,18,0,0,"Completed some college, but no degree",CA,1,2
Joe Biden,Male,South,"College Degree (such as B.A., B.S.)",FL,35,0,1,"College Degree (such as B.A., B.S.)",FL,1,1
Joe Biden,Male,West,Completed some high school,CA,32,0,1,Completed some high school,CA,1,1
Donald Trump,Male,West,Masters degree,CA,45,1,1,Masters degree,CA,0,1
Donald Trump,Female,West,Other post high school vocational training,AZ,53,1,0,Other post high school vocational training,AZ,0,2
Donald Trump,Male,Northeast,Masters degree,NY,40,1,1,Masters degree,NY,0,1
I am not sure/don't know,Female,South,"Completed some college, but no degree",TX,67,0,0,"Completed some college, but no degree",TX,0,2
I am not sure/don't know,Female,West,High school graduate,CA,41,0,0,High school graduate,CA,0,2
Donald Trump,Female,South,Completed some high school,TX,38,1,0,Completed some high school,TX,0,2
Joe Biden,Female,South,"Completed some college, but no degree",TX,28,0,0,"Completed some college, but no degree",TX,1,2
Donald Trump,Male,South,Masters degree,FL,67,1,1,Masters degree,FL,0,1
Joe Biden,Female,West,"Completed some college, but no degree",CA,44,0,0,"Completed some college, but no degree",CA,1,2
I am not sure/don't know,Male,Midwest,Completed some high school,OH,41,0,1,Completed some high school,OH,0,1
Joe Biden,Male,West,High school graduate,CO,57,0,1,High school graduate,CO,1,1
Joe Biden,Female,West,Completed some high school,NV,69,0,0,Completed some high school,NV,1,2
Joe Biden,Male,Northeast,High school graduate,NY,20,0,1,High school graduate,NY,1,1
Joe Biden,Male,West,"Completed some college, but no degree",AZ,38,0,1,"Completed some college, but no degree",AZ,1,1
I am not sure/don't know,Female,West,Masters degree,CA,36,0,0,Masters degree,CA,0,2
Joe Biden,Male,South,"Completed some college, but no degree",FL,24,0,1,"Completed some college, but no degree",FL,1,1
Someone else,Male,West,Completed some high school,CA,27,0,1,Completed some high school,CA,0,1
Donald Trump,Female,South,"Completed some college, but no degree",MD,65,1,0,"Completed some college, but no degree",MD,0,2
Donald Trump,Male,Midwest,High school graduate,MN,18,1,1,High school graduate,MN,0,1
Donald Trump,Female,South,"Completed some college, but no degree",KY,51,1,0,"Completed some college, but no degree",KY,0,2
Joe Biden,Female,West,"College Degree (such as B.A., B.S.)",CA,45,0,0,"College Degree (such as B.A., B.S.)",CA,1,2
I am not sure/don't know,Male,South,"Completed some college, but no degree",TX,64,0,1,"Completed some college, but no degree",TX,0,1
Donald Trump,Female,Northeast,Associate Degree,NY,20,1,0,Associate Degree,NY,0,2
Donald Trump,Female,West,"College Degree (such as B.A., B.S.)",CA,32,1,0,"College Degree (such as B.A., B.S.)",CA,0,2
Joe Biden,Male,South,"Completed some college, but no degree",NC,42,0,1,"Completed some college, but no degree",NC,1,1
Someone else,Female,Midwest,"Completed some college, but no degree",OH,19,0,0,"Completed some college, but no degree",OH,0,2
Donald Trump,Male,Midwest,Doctorate degree,OH,55,1,1,Doctorate degree,OH,0,1
I am not sure/don't know,Male,Midwest,"Completed some college, but no degree",IL,20,0,1,"Completed some college, but no degree",IL,0,1
Donald Trump,Female,South,"Completed some college, but no degree",TX,20,1,0,"Completed some college, but no degree",TX,0,2
Joe Biden,Male,West,"Completed some college, but no degree",CA,52,0,1,"Completed some college, but no degree",CA,1,1
I am not sure/don't know,Female,Midwest,"College Degree (such as B.A., B.S.)",IL,48,0,0,"College Degree (such as B.A., B.S.)",IL,0,2
Donald Trump,Male,South,"Completed some college, but no degree",FL,20,1,1,"Completed some college, but no degree",FL,0,1
Donald Trump,Male,South,High school graduate,NC,40,1,1,High school graduate,NC,0,1
Joe Biden,Male,Midwest,"College Degree (such as B.A., B.S.)",IA,54,0,1,"College Degree (such as B.A., B.S.)",IA,1,1
Joe Biden,Female,West,"College Degree (such as B.A., B.S.)",CA,55,0,0,"College Degree (such as B.A., B.S.)",CA,1,2
Donald Trump,Male,South,High school graduate,GA,78,1,1,High school graduate,GA,0,1
Joe Biden,Male,West,"Completed some college, but no degree",CA,62,0,1,"Completed some college, but no degree",CA,1,1
Donald Trump,Female,West,Other post high school vocational training,AZ,54,1,0,Other post high school vocational training,AZ,0,2
Joe Biden,Female,South,"Completed some college, but no degree",SC,37,0,0,"Completed some college, but no degree",SC,1,2
Joe Biden,Male,Midwest,Associate Degree,OH,76,0,1,Associate Degree,OH,1,1
Joe Biden,Male,South,Masters degree,VA,41,0,1,Masters degree,VA,1,1
Joe Biden,Male,Midwest,"Completed some college, but no degree",IN,71,0,1,"Completed some college, but no degree",IN,1,1
Donald Trump,Male,South,Masters degree,GA,40,1,1,Masters degree,GA,0,1
Donald Trump,Female,Northeast,High school graduate,MA,69,1,0,High school graduate,MA,0,2
Joe Biden,Female,West,Associate Degree,CA,44,0,0,Associate Degree,CA,1,2
Donald Trump,Female,South,"College Degree (such as B.A., B.S.)",MD,43,1,0,"College Degree (such as B.A., B.S.)",MD,0,2
I am not sure/don't know,Female,Midwest,"Completed some college, but no degree",MO,26,0,0,"Completed some college, but no degree",MO,0,2
Donald Trump,Female,Midwest,High school graduate,OH,37,1,0,High school graduate,OH,0,2
Donald Trump,Male,South,Masters degree,NC,35,1,1,Masters degree,NC,0,1
Joe Biden,Female,Midwest,"College Degree (such as B.A., B.S.)",WI,21,0,0,"College Degree (such as B.A., B.S.)",WI,1,2
Joe Biden,Female,Midwest,High school graduate,IL,25,0,0,High school graduate,IL,1,2
Someone else,Female,West,Other post high school vocational training,CA,47,0,0,Other post high school vocational training,CA,0,2
I would not vote,Female,Northeast,"College Degree (such as B.A., B.S.)",NY,30,0,0,"College Degree (such as B.A., B.S.)",NY,0,2
Joe Biden,Female,West,Completed some high school,HI,35,0,0,Completed some high school,HI,1,2
Joe Biden,Male,West,"Completed some college, but no degree",CA,32,0,1,"Completed some college, but no degree",CA,1,1
Donald Trump,Female,Northeast,Masters degree,NY,35,1,0,Masters degree,NY,0,2
Donald Trump,Male,West,Doctorate degree,CA,40,1,1,Doctorate degree,CA,0,1
Donald Trump,Male,Midwest,Completed some high school,MO,43,1,1,Completed some high school,MO,0,1
Donald Trump,Female,Midwest,"College Degree (such as B.A., B.S.)",MI,51,1,0,"College Degree (such as B.A., B.S.)",MI,0,2
Donald Trump,Female,Midwest,Completed some high school,IL,48,1,0,Completed some high school,IL,0,2
Donald Trump,Male,Northeast,"College Degree (such as B.A., B.S.)",NY,31,1,1,"College Degree (such as B.A., B.S.)",NY,0,1
I would not vote,Female,South,Completed some high school,AR,29,0,0,Completed some high school,AR,0,2
Donald Trump,Male,Midwest,Completed some high school,OH,25,1,1,Completed some high school,OH,0,1
Donald Trump,Female,South,"Completed some college, but no degree",FL,28,1,0,"Completed some college, but no degree",FL,0,2
Joe Biden,Female,West,High school graduate,NV,18,0,0,High school graduate,NV,1,2
Joe Biden,Female,South,"Completed some college, but no degree",NC,28,0,0,"Completed some college, but no degree",NC,1,2
I would not vote,Female,Northeast,High school graduate,PA,18,0,0,High school graduate,PA,0,2
Joe Biden,Male,South,Masters degree,MS,57,0,1,Masters degree,MS,1,1
Joe Biden,Male,Midwest,"Completed some college, but no degree",MI,65,0,1,"Completed some college, but no degree",MI,1,1
I would not vote,Male,West,Other post high school vocational training,CA,40,0,1,Other post high school vocational training,CA,0,1
Someone else,Female,Midwest,Other post high school vocational training,MO,31,0,0,Other post high school vocational training,MO,0,2
Donald Trump,Female,West,Associate Degree,AZ,59,1,0,Associate Degree,AZ,0,2
Joe Biden,Female,Midwest,"Completed some college, but no degree",MI,20,0,0,"Completed some college, but no degree",MI,1,2
Joe Biden,Male,West,Masters degree,CA,29,0,1,Masters degree,CA,1,1
Joe Biden,Female,West,"College Degree (such as B.A., B.S.)",CO,25,0,0,"College Degree (such as B.A., B.S.)",CO,1,2
Joe Biden,Female,Midwest,"Completed some college, but no degree",IL,63,0,0,"Completed some college, but no degree",IL,1,2
Joe Biden,Male,South,Completed some high school,OK,28,0,1,Completed some high school,OK,1,1
